2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3	4	4	5	5	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	14	16	18	17	18	19	19	21	22	22	23	24	24	25	26	27	28	29	29	29	29	29	29	25	24	25	24	24	22	20	20	24	26	25	24	22	22	21	22	20	21	20	19	19	18	17	18	17	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	26	28	29	30	30	32	33	36	37	38	39	39	40	43	43	43	44	45	46	45	41	41	39	38	32	31	31	32	31	29	30	30	33	32	34	37	37	38	40	40	40	42	43	43	39	41	41	39
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	5	5	4	5	5	4	4	4	5	5	4	4	4	6	6	6	6	5	6	6	6	5	6	5	5	5	5	4
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	4	4	4	5	5	5	5	6	24	25	27	32	36	38	38	43	44	62	65	68	71	75	76	82	84	91	97	96	97	96	98	99	99	97	100	103	104	104	103	95	90	89	89	90	96	99	99	102	103	107	111	109	108	108	107	104	102
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	7	7	7	8	8	8	8	8	8	8	8	9	9	11	12	13	12	11	11	10	10	10	10	10	11	10	9	10	10	10	10	10	12	11	10	8	8	7	7	7	7	7	7	7	6	6	5	5
1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	4	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	8	9	8	8	8	7	7	7	7	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	6	5	5	3	4	4	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	11	12	13	13	16	18	18	19	21	22	22	22	23	24	24	27	27	29	31	30	27	29	27	30	29	29	29	32	32	32	33	33	35	35	35	34	36	34	34	33	31	30	31	29	28	27	27
0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	8	8	9	12	17	17	17	17	17	17	17	19	19	20	20	23	24	25	26	28	28	27	26	27	27	27	29	28	28	28	28	29	29	27	27	23	24	22	15	14	15	14	14	14	11	11	11	11	11
1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	8	8	8	8	8	9	9	10	10	10	11	11	11	11	11	11	12	12	10	10	8	8	6	6	6	5	5	3	3	3	3	3	4	4	4	3	3	4	6	6	6	6	6	6	6	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	27	30	33	34	38	39	46	46	49	49	50	53	54	55	55	55	57	56	57	56	55	55	47	45	45	46	45	44	43	40	37	34	28	28	27	26	25	25	17	18	16	16	17	18	18	19	23	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	147	452	747	840	869	897	932	979	1021	1072	1112	1127	1144	1160	1189	1232	1236	1268	1305	1309	1316	1340	1330	1293	1284	1256	1227	1206	1175	1141	1123	1086	1075	1050	1044	1016	980	952	903	844	818	734	646	609	555	537	540	521	522	524
20	23	25	25	25	25	25	23	22	21	21	22	24	23	22	22	22	23	24	24	23	21	19	18	15	18	19	19	20	20	20	17	16	16	16	15	17	16	17	19	21	23	26	26	28	27	26	25	22	24	37	1135	1166	1204	1253	1272	1382	1418	1472	1529	1573	1605	1643	1689	1721	1789	1847	1885	2008	2015	2056	2125	2176	2151	2084	2129	2132	2046	2012	1987	1974	1961	1957	1953	1924	1922	1886	1853	1858	1832	1806	1749	1677	1653	1644	1610	1579	1561	1576	1575
2295	2237	2192	2146	2069	1960	1854	1796	1664	514	358	307	293	279	274	273	269	259	263	260	259	257	267	275	267	288	292	296	299	300	289	287	296	299	295	289	291	293	292	288	278	273	262	251	255	249	232	232	228	233	249	780	828	903	1029	1066	1107	1164	1263	1343	1412	1459	1510	1550	1604	1666	1742	1767	1785	1807	1801	1786	1769	1743	1729	1692	1698	1718	1673	1644	1626	1593	1561	1539	1500	1415	1309	1217	1155	1132	1105	1062	1088	1035	1017	1059	1085	1142	1265	1282
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	4	27	27	27	27	28	28	29	29	30	34	34	34	34	34	34	36	40	44	46	47	47	46	45	42	42	41	41	39	39	38	38	36	38	33	33	33	31	30	30	28	25	22	20	19	17	16	19	19	19
0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	19	22	22	23	25	25	27	27	27	28	28	29	30	31	31	32	32	31	33	30	31	28	28	27	26	23	20	20	20	19	19	18	17	17	16	16	13	13	13	11	12	14	14	13	14	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	11	11	11	9	8	7	6	6	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	7	7	7	6	6
1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	5	238	251	274	286	291	302	314	322	330	330	331	336	341	346	354	368	367	373	363	358	356	343	335	323	302	294	286	275	247	198	187	167	143	134	130	129	123	118	119	200	231	247	286	301	309	312	318	331	335
4	4	4	3	3	1	1	1	1	1	2	2	2	2	2	3	3	3	4	5	5	5	5	7	7	8	8	8	8	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	5	5	4	3	2	2	1	11	11	11	12	12	12	12	13	13	15	15	15	15	17	17	17	17	17	17	17	16	14	14	13	14	14	14	14	14	12	11	11	10	9	9	9	9	8	9	10	10	10	11	12	13	13	12	12	12
34	31	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	5	5	5	5	5	7	7	6	6	6	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	23	24	25	27	27	29	30	30	34	37	39	44	47	47	48	49	49	47	47	47	47	45	42	38	39	39	36	32	31	30	28	26	25	27	26	25	26	26	31	34	33	35	36	37	36	34	36	33	34
2	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	9	9	10	11	12	12	13	12	13	13	13	13	13	13	13	13	12	12	13	12	12	10	10	9	8	8	8	8	7	7	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	6	6	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	4	4	4	3	3	3	2	2	2	3	4	4	4	4	4	6	7	7	7	7	5	5	6	6	6	6	7	7	7	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	15	17	17	17	18	12	13	13	13	15	15	15	15	15	15	15	17	17	17	17	18	17	17	17	18	18	16	14	15	14	13	11	11	11	11	11	10	10	10	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	14	14	14	14	14	14	15	16	16	16	16	16	17	20	21	21	22	20	20	22	22	20	20	20	20	20	17	16	15	14	13	11	11	12	12	12	9	8	6	6	7	7	7	7	7	8	9	9	8
10	12	12	12	10	10	10	10	10	10	10	11	9	9	9	10	11	11	11	12	13	12	13	13	12	12	15	17	17	19	20	22	23	23	24	23	22	23	23	23	22	22	22	22	22	22	25	24	24	22	22	21	20	23	21	19	19	19	19	19	18	18	17	15	16	16	16	16	17	16	16	16	18	19	19	20	18	18	18	17	18	18	17	17	16	17	12	12	13	13	13	13	13	13	13	14	13	13	13	12
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	10	10	11	12	14	16	16	16	18	18	18	18	18	19	19	19	20	23	25	25	26	27	27	26	28	27	28	28	27	27	27	25	24	24	26	25	24	25	23	24	23	22	22	24	27	28	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	14	15	14	13	13	13	14	17	17	20	20	20	20	21	21	21	23	23	24	23	22	22	20	19	20	19	19	16	16	16	15	13	10	10	10	11	10	11	11	10	7	7	10	10	10	10	10	10	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	12	15	15	17	17	17	17	19	19	19	19	18	18	18	18	18	20	22	22	21	19	20	22	24	22	22	22	20	19	19	20	21	21	19	19	19	20	20	21	21	22	23	20	18	18	19	18	18	19
4	4	4	4	4	3	3	3	3	3	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	2	3	8	32	638	717	771	800	873	934	976	1035	1102	1118	1193	1252	1338	1360	1391	1455	1479	1494	1512	1505	1495	1441	1409	1390	1324	1284	1291	1250	1231	1216	1194	1180	1157	1121	1090	1121	1089	1072	1041	1024	1022	1000	999	1005	1035	1020	1016	1013	1011
35	36	36	39	37	35	39	38	38	36	37	38	37	38	36	36	38	38	36	38	38	39	37	37	39	39	40	39	38	38	37	39	48	48	52	53	56	57	58	59	60	62	58	61	71	84	90	89	96	105	122	156	161	163	173	175	184	186	184	185	183	176	175	175	173	173	169	172	171	166	169	169	159	156	152	149	143	133	120	112	108	110	105	102	94	84	82	61	42	45	46	48	50	51	52	58	58	59	59	60
8	8	8	9	9	11	11	11	11	9	9	9	8	8	8	8	8	8	7	7	6	6	6	4	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	7	8	9	10	10	11	11	10	11	12	12	12	12	12	13	15	15	14	14	14	15	14	14	13	13	13	12	12	12	14	13	13	11	11	8	8	7	6	6	7	7	8	8	8	9	8	8	6	7
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	11	11	12	12	12	12	12	12	12	13	13	13	13	13	13	12	11	11	10	10	9	9	7	7	6	5	4	4	4	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	16	16	16	18	18	19	19	20	21	21	21	22	22	22	23	22	20	22	22	22	24	25	22	21	21	22	24	23	23	23	23	22	21	22	22	20	20	19	17	14	13	13	13	15	15	15	15
0	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	62	66	74	81	83	84	86	87	95	96	97	101	101	101	101	102	103	103	101	104	102	96	99	94	90	90	84	85	88	83	89	88	96	105	103	106	110	111	114	116	119	119	118	116	109	110	109	110	108
395	417	424	432	433	437	438	434	430	419	398	390	386	380	366	339	310	284	227	211	185	161	79	52	26	21	16	15	14	13	12	12	12	12	12	12	12	12	12	9	9	10	11	9	9	8	9	10	8	8	8	14	13	16	17	18	20	19	23	23	26	28	28	28	30	32	34	33	33	33	32	31	32	29	28	27	28	26	25	25	25	23	23	21	19	17	23	21	21	21	21	22	23	23	21	20	21	21	22	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	40	42	42	43	43	46	47	51	54	55	55	57	58	60	60	60	60	59	58	56	57	56	54	53	54	52	51	50	48	48	47	49	47	45	44	45	45	45	46	45	47	46	47	50	49	49	49	50
97	97	96	95	87	83	78	77	69	66	61	54	51	48	40	37	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	2	2	3	3	3	4	4	4	4	4	3	3	4	4	7	7	7	7	7	7	7	8	8	8	8	9	8	8	10	10	9	11	10	10	10	9	9	8	8	8	8	8	7	7	7	7	6	6	6	6	7	6	5	5	5	6	6	6	7	8	11	12	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	8	8	9	9	9	9	9	10	10	12	12	12	11	11	11	11	11	11	11	11	10	9	8	8	7	8	2	2	3	3	3	3	3	3	2	2	3	3	3	3	4	4	6	6	6	8	8	8
4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	3	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	9	9	9	9	9	10	12	14	15	16	16	16	20	21	22	22	23	24	23	23	23	23	24	24	24	28	28	32	32	32	34	34	32	32	29	28	29	29	28	28	30	29	29	30	29	27	25
2	2	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	6	6	7	6	6	6	4	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	4	4	4	5	5	6	6	13	13	13	15	15	15	15	15	15	15	15	16	16	16	17	13	9	7	7	7	7	5	5	7	7	7	7	7	7	7	8	7	9	9	9	9	10	10	10	12	17	17	18	18	18	18	19	19	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4	4	4	4	4	4	5	5	5	7	9	9	9	9	9	9	8	7	7	7	7	7	7	8	7	7	6	6	5	5	4	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4
7	7	6	6	6	6	6	5	5	4	5	5	4	4	4	4	4	3	3	3	3	3	3	2	2	2	2	3	3	2	2	2	2	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	4	4	3	10	17	20	20	21	23	23	23	24	26	26	29	29	29	29	30	31	33	35	38	39	39	39	41	39	39	38	38	37	37	36	38	35	31	32	29	27	26	27	24	26	24	23	21	22	23	26	26	27
9	9	8	8	8	7	7	7	7	7	7	7	8	9	9	9	11	11	9	10	10	10	10	10	10	11	11	11	11	11	9	9	10	10	10	8	6	4	4	3	4	4	4	4	5	4	5	5	8	8	8	13	13	13	13	15	17	18	18	18	18	18	17	17	18	18	18	18	19	19	18	18	17	16	15	12	11	11	11	11	10	11	11	9	8	8	9	11	12	11	9	9	13	13	15	15	16	16	16	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	21	23	24	24	24	26	29	29	30	33	35	36	49	50	53	57	60	65	70	71	69	73	71	70	70	69	68	69	67	66	70	65	65	64	62	62	62	61	59	56	53	56	57	61	59	61	69	69	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	18	21	23	23	23	23	23	24	24	25	25	26	27	29	33	34	35	36	37	36	35	36	37	35	32	38	38	41	42	41	42	44	43	45	46	46	42	42	41	42	42	40	38	38	35	36	34	33
2	2	2	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	1	1	5	5	5	6	6	7	7	7	12	18	18	18	21	21	22	23	24	24	24	25	26	28	30	30	30	30	28	29	28	28	27	27	28	27	24	24	22	19	17	18	18	19	21	19	22	20	20	21	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	3	4	4	4	4	4	4	4	4	4	5	6	6	6	6	7	7	8	8	8	7	8	8	9	9	8	8	7	8	8	8	8	8	8	6	6	6	6	4	4	4	4	4
1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	9	10	10	12	13	18	20	22	23	25	26	27	28	33	37	40	40	40	45	48	48	50	53	53	53	55	55	52	51	56	56	54	53	52	50	50	48	48	47	43	43	45	51	51	44	43
0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	15	15	15	15	16	19	19	20	21	21	21	21	21	22	22	22	22	22	22	22	21	21	21	19	17	16	15	13	14	14	13	14	12	13	15	15	13	13	12	10	11	10	8	9	9	13	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	15	15	15	15	15	17	18	18	19	19	20	21	21	23	24	24	25	27	27	27	27	29	29	29	29	27	33	33	32	40	39	40	39	40	37	36	34	36	35	36	36	37	36	36	36	36	35	34	33
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	6	6	6	7	7	10	11	11	11	14	17	19	21	22	22	22	25	28	30	31	32	33	35	39	39	40	41	42	43	46	46	44	44	44	44	43	43	43	44	42	41	42	38	35	34	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
5	5	5	6	6	6	6	6	5	5	5	5	5	3	3	3	3	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	10	10	12	15	17	20	20	20	22	22	22	22	22	22	22	22	22	23	23	22	22	21	18	19	17	15	14	13	14	14	15	15	15	18	19	19	20	19	22	23	24	26	26	27	29	29	29	29	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	2	2	4	4	4	4	5	5	5	5	6	6	6	6	6	10	10	10	11	11	11	11	12	13	16	17	18	18	18
9	7	6	6	5	4	4	5	5	6	7	6	5	6	6	5	4	4	5	6	6	6	6	6	6	6	6	6	6	6	5	5	8	8	7	7	9	9	9	10	10	10	12	12	12	12	12	12	11	11	12	41	43	44	44	43	43	43	45	45	44	47	48	47	47	48	51	50	54	57	57	53	50	49	48	46	45	45	46	44	42	42	39	39	40	35	33	29	26	15	15	16	15	16	18	18	17	15	15	15
0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	23	26	29	29	29	31	34	41	50	50	50	54	56	58	61	61	60	61	61	59	60	61	62	60	59	62	59	57	55	55	53	52	51	47	44	45	41	40	39	38	36	40	41	37	35	35	39
1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	8	13	12	12	12	12	12	12	14	15	16	18	19	19	22	23	24	25	27	28	29	32	29	29	30	29	30	31	31	31	32	32	33	33	32	32	32	31	32	30	29	28	29	28	27	25	23	23	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	4	4	7	37	38	39	39	44	47	50	53	53	58	59	62	65	71	72	73	75	79	81	82	81	82	82	83	82	84	84	85	84	82	82	82	79	79	77	73	71	66	64	67	56	54	51	51	50	50	48	47	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	7	7	7	8	9	9	9	9	9	9	9	9	9	8	10	11	9	9	9	10	13	15	15	16	15	15	15	14	14	12	12	12	12	10	12	12	11	11	11	11	11	9	10	10	12
